date,region,rainfall,temperature,humidity,soil_moisture,river_discharge
2023-07-12,nairobi,0.4,17.5,71,,0.11
2023-07-13,nairobi,0.1,16.9,70,,0.08
2023-07-14,nairobi,0.3,17.8,64,,0.06
2023-07-15,nairobi,0.0,17.2,63,,0.05
2023-07-16,nairobi,0.0,16.6,69,,0.03
2023-07-17,nairobi,0.0,16.3,69,,0.02
2023-07-18,nairobi,0.0,16.6,68,,0.02
2023-07-19,nairobi,0.0,17.0,65,,0.02
2023-07-20,nairobi,0.1,18.6,60,,0.02
2023-07-21,nairobi,0.0,19.3,57,,0.02
2023-07-22,nairobi,0.0,17.2,65,,0.02
2023-07-23,nairobi,0.2,17.5,67,,0.02
2023-07-24,nairobi,0.2,17.8,68,,0.02
2023-07-25,nairobi,0.3,17.8,70,,0.02
2023-07-26,nairobi,0.0,17.5,67,,0.02
2023-07-27,nairobi,0.0,16.9,66,,0.02
2023-07-28,nairobi,0.6,17.4,67,,0.02
2023-07-29,nairobi,0.0,17.8,70,,0.02
2023-07-30,nairobi,0.8,18.5,70,,0.02
2023-07-31,nairobi,0.0,19.5,70,,0.02
2023-08-01,nairobi,0.2,18.5,69,,0.02
2023-08-02,nairobi,3.0,17.4,73,,0.03
2023-08-03,nairobi,1.7,17.4,72,,0.19
2023-08-04,nairobi,1.0,17.1,71,,1.19
2023-08-05,nairobi,0.0,17.1,66,,1.11
2023-08-06,nairobi,0.9,16.9,70,,2.01
2023-08-07,nairobi,0.2,17.4,65,,0.67
2023-08-08,nairobi,0.2,17.5,64,,0.78
2023-08-09,nairobi,0.0,17.2,70,,0.59
2023-08-10,nairobi,1.2,17.6,72,,0.32
2023-08-11,nairobi,0.2,17.5,70,,0.23
2023-08-12,nairobi,0.8,17.4,71,,0.57
2023-08-13,nairobi,0.0,18.0,63,,0.87
2023-08-14,nairobi,0.0,18.0,63,,0.71
2023-08-15,nairobi,0.1,19.3,64,,0.23
2023-08-16,nairobi,0.3,19.1,67,,0.16
2023-08-17,nairobi,0.5,18.9,64,,0.12
2023-08-18,nairobi,0.4,18.7,61,,0.11
2023-08-19,nairobi,0.0,18.0,58,,0.23
2023-08-20,nairobi,0.0,18.8,51,,0.21
2023-08-21,nairobi,0.0,19.0,51,,0.05
2023-08-22,nairobi,0.2,19.9,60,,0.05
2023-08-23,nairobi,0.0,19.7,56,,0.03
2023-08-24,nairobi,0.8,19.0,59,,0.02
2023-08-25,nairobi,0.0,19.0,56,,0.02
2023-08-26,nairobi,0.8,20.1,58,,0.02
2023-08-27,nairobi,0.0,20.7,54,,0.02
2023-08-28,nairobi,0.0,18.7,60,,0.02
2023-08-29,nairobi,0.1,18.5,61,,0.02
2023-08-30,nairobi,0.8,19.1,62,,0.02
2023-08-31,nairobi,0.8,19.4,62,,0.02
2023-09-01,nairobi,0.2,19.8,63,,0.63
2023-09-02,nairobi,0.3,19.7,63,,3.68
2023-09-03,nairobi,0.0,19.6,59,,3.29
2023-09-04,nairobi,0.0,19.1,59,,1.85
2023-09-05,nairobi,0.4,20.3,59,,0.84
2023-09-06,nairobi,0.3,19.9,60,,0.09
2023-09-07,nairobi,3.5,19.4,71,,0.17
2023-09-08,nairobi,1.0,18.3,78,,5.81
2023-09-09,nairobi,2.3,18.1,76,,6.53
2023-09-10,nairobi,0.0,19.7,64,,9.52
2023-09-11,nairobi,0.8,19.7,66,,19.8
2023-09-12,nairobi,1.1,19.2,70,,9.05
2023-09-13,nairobi,2.8,18.9,74,,4.9
2023-09-14,nairobi,3.2,18.8,66,,3.12
2023-09-15,nairobi,0.5,18.6,67,,4.83
2023-09-16,nairobi,0.1,19.3,66,,3.54
2023-09-17,nairobi,0.0,19.7,65,,1.45
2023-09-18,nairobi,0.0,20.3,64,,0.91
2023-09-19,nairobi,0.8,20.0,66,,0.56
2023-09-20,nairobi,0.5,20.3,67,,0.46
2023-09-21,nairobi,0.8,20.4,67,,0.47
2023-09-22,nairobi,3.9,19.7,66,,0.79
2023-09-23,nairobi,0.2,19.7,59,,0.66
2023-09-24,nairobi,0.1,19.2,64,,1.8
2023-09-25,nairobi,0.1,20.2,61,,1.19
2023-09-26,nairobi,1.0,19.5,67,,0.45
2023-09-27,nairobi,0.6,20.1,67,,0.59
2023-09-28,nairobi,0.4,19.4,66,,0.76
2023-09-29,nairobi,1.4,20.2,65,,0.48
2023-09-30,nairobi,2.3,20.9,66,,0.41
2023-10-01,nairobi,0.0,20.3,63,,0.43
2023-10-02,nairobi,3.9,19.5,69,,1.21
2023-10-03,nairobi,0.0,19.3,58,,0.96
2023-10-04,nairobi,3.4,17.9,76,,0.13
2023-10-05,nairobi,5.0,18.7,72,,0.08
2023-10-06,nairobi,1.2,20.4,63,,3.33
2023-10-07,nairobi,1.3,20.3,62,,5.07
2023-10-08,nairobi,0.0,20.3,55,,5.84
2023-10-09,nairobi,0.0,21.4,56,,3.05
2023-10-10,nairobi,2.8,21.2,61,,1.56
2023-10-11,nairobi,0.4,21.4,56,,0.16
2023-10-12,nairobi,0.3,21.1,56,,0.56
2023-10-13,nairobi,0.1,22.1,54,,0.61
2023-10-14,nairobi,0.2,22.0,56,,0.42
2023-10-15,nairobi,0.7,21.7,64,,0.12
2023-10-16,nairobi,1.9,20.3,70,,0.07
2023-10-17,nairobi,3.6,20.5,72,,0.46
2023-10-18,nairobi,2.4,19.9,75,,2.55
2023-10-19,nairobi,6.9,19.2,78,,9.45
2023-10-20,nairobi,1.9,19.4,73,,8.16
2023-10-21,nairobi,1.9,19.8,72,,14.89
2023-10-22,nairobi,0.1,20.6,61,,8.73
2023-10-23,nairobi,0.0,20.3,63,,4.31
2023-10-24,nairobi,0.2,21.2,58,,1.66
2023-10-25,nairobi,1.0,20.8,67,,0.42
2023-10-26,nairobi,2.5,19.4,75,,0.39
2023-10-27,nairobi,2.6,19.8,69,,0.54
2023-10-28,nairobi,0.6,20.5,64,,4.77
2023-10-29,nairobi,2.5,20.2,66,,3.04
2023-10-30,nairobi,1.2,20.5,64,,1.45
2023-10-31,nairobi,8.1,19.6,75,,3.55
2023-11-01,nairobi,3.1,20.4,69,,3.75
2023-11-02,nairobi,4.8,19.1,77,,6.74
2023-11-03,nairobi,22.8,18.1,87,,8.06
2023-11-04,nairobi,11.8,18.3,81,,20.28
2023-11-05,nairobi,3.5,18.8,82,,38.36
2023-11-06,nairobi,4.7,19.2,80,,20.09
2023-11-07,nairobi,12.4,19.0,82,,17.58
2023-11-08,nairobi,4.6,18.6,85,,24.06
2023-11-09,nairobi,0.5,19.1,74,,26.42
2023-11-10,nairobi,4.1,19.1,78,,24.59
2023-11-11,nairobi,3.8,18.6,80,,10.12
2023-11-12,nairobi,11.9,18.8,84,,6.13
2023-11-13,nairobi,4.6,18.8,83,,8.18
2023-11-14,nairobi,1.8,19.1,81,,14.28
2023-11-15,nairobi,8.1,18.6,86,,14.28
2023-11-16,nairobi,8.9,18.8,84,,10.27
2023-11-17,nairobi,5.2,18.9,82,,13.45
2023-11-18,nairobi,3.6,19.2,78,,23.72
2023-11-19,nairobi,2.9,19.1,79,,21.49
2023-11-20,nairobi,3.1,18.7,81,,22.93
2023-11-21,nairobi,7.2,18.4,85,,22.6
2023-11-22,nairobi,18.2,17.9,89,,15.79
2023-11-23,nairobi,4.5,18.6,83,,14.7
2023-11-24,nairobi,8.2,18.4,84,,15.03
2023-11-25,nairobi,12.8,18.5,84,,13.55
2023-11-26,nairobi,4.9,18.7,82,,16.14
2023-11-27,nairobi,0.6,19.1,78,,12.21
2023-11-28,nairobi,0.2,18.7,79,,13.59
2023-11-29,nairobi,0.1,19.1,72,,9.52
2023-11-30,nairobi,1.0,19.1,74,,6.13
2023-12-01,nairobi,0.0,18.9,70,,4.04
2023-12-02,nairobi,0.4,19.5,73,,1.88
2023-12-03,nairobi,1.4,19.4,76,,1.28
2023-12-04,nairobi,1.6,19.3,75,,0.84
2023-12-05,nairobi,0.9,19.2,73,,1.89
2023-12-06,nairobi,0.1,19.3,67,,1.7
2023-12-07,nairobi,0.0,19.1,64,,0.65
2023-12-08,nairobi,0.0,19.1,59,,0.4
2023-12-09,nairobi,0.0,19.3,67,,0.35
2023-12-10,nairobi,1.5,19.1,74,,0.23
2023-12-11,nairobi,2.3,19.7,75,,1.65
2023-12-12,nairobi,1.2,20.0,75,,3.56
2023-12-13,nairobi,1.9,20.2,75,,2.04
2023-12-14,nairobi,1.8,19.6,80,,0.39
2023-12-15,nairobi,3.0,19.2,80,,2.83
2023-12-16,nairobi,3.7,18.6,82,,4.68
2023-12-17,nairobi,0.9,19.3,75,,4.53
2023-12-18,nairobi,1.7,19.6,74,,4.48
2023-12-19,nairobi,0.2,19.4,73,,2.04
2023-12-20,nairobi,0.8,19.4,71,,0.42
2023-12-21,nairobi,0.7,19.5,73,,0.26
2023-12-22,nairobi,0.4,19.6,73,,0.58
2023-12-23,nairobi,1.1,19.7,75,,0.53
2023-12-24,nairobi,0.9,20.0,75,,0.54
2023-12-25,nairobi,1.5,20.3,73,,0.82
2023-12-26,nairobi,2.4,19.3,80,,0.76
2023-12-27,nairobi,0.1,19.7,69,,0.57
2023-12-28,nairobi,0.0,20.2,67,,2.44
2023-12-29,nairobi,1.8,20.6,73,,1.64
2023-12-30,nairobi,2.8,20.6,73,,0.08
2023-12-31,nairobi,1.1,20.8,70,,0.84
2024-01-01,nairobi,0.8,20.5,70,,0.95
2024-01-02,nairobi,1.6,20.3,73,,0.89
2024-01-03,nairobi,1.7,20.3,72,,2.69
2024-01-04,nairobi,0.4,20.5,68,,5.62
2024-01-05,nairobi,7.6,19.0,79,,3.72
2024-01-06,nairobi,1.4,19.7,75,,3.04
2024-01-07,nairobi,9.9,19.5,76,,13.69
2024-01-08,nairobi,0.3,19.7,70,,13.45
2024-01-09,nairobi,0.5,19.5,70,,12.3
2024-01-10,nairobi,2.5,19.1,75,,5.21
2024-01-11,nairobi,1.4,18.7,77,,0.83
2024-01-12,nairobi,1.3,19.2,75,,3.07
2024-01-13,nairobi,3.6,18.3,84,,9.57
2024-01-14,nairobi,12.0,19.3,81,,17.58
2024-01-15,nairobi,1.0,19.7,76,,21.13
2024-01-16,nairobi,1.7,19.6,75,,33.99
2024-01-17,nairobi,2.7,19.9,73,,16.91
2024-01-18,nairobi,9.8,19.0,79,,3.84
2024-01-19,nairobi,4.3,20.2,71,,2.95
2024-01-20,nairobi,10.1,18.9,84,,9.84
2024-01-21,nairobi,4.0,19.5,76,,17.16
2024-01-22,nairobi,0.4,19.7,71,,49.93
2024-01-23,nairobi,0.0,19.5,69,,29.9
2024-01-24,nairobi,0.0,20.0,64,,7.87
2024-01-25,nairobi,0.3,20.4,67,,5.32
2024-01-26,nairobi,0.6,20.4,71,,3.58
2024-01-27,nairobi,1.5,20.5,73,,2.56
2024-01-28,nairobi,0.7,20.4,71,,2.34
2024-01-29,nairobi,0.1,20.4,69,,2.31
2024-01-30,nairobi,0.2,20.7,68,,1.56
2024-01-31,nairobi,0.5,20.7,67,,0.86
2024-02-01,nairobi,0.3,20.4,64,,0.58
2024-02-02,nairobi,0.0,20.5,56,,0.42
2024-02-03,nairobi,0.2,21.2,58,,0.3
2024-02-04,nairobi,0.4,20.8,62,,0.22
2024-02-05,nairobi,0.1,20.7,62,,0.17
2024-02-06,nairobi,0.0,21.0,62,,0.16
2024-02-07,nairobi,0.2,20.8,61,,0.16
2024-02-08,nairobi,0.6,20.6,66,,0.09
2024-02-09,nairobi,0.0,21.2,65,,0.09
2024-02-10,nairobi,0.4,21.4,66,,0.36
2024-02-11,nairobi,0.0,20.9,65,,0.31
2024-02-12,nairobi,0.0,21.1,63,,0.3
2024-02-13,nairobi,0.0,21.7,61,,0.25
2024-02-14,nairobi,0.0,21.8,61,,0.09
2024-02-15,nairobi,0.0,22.0,56,,0.08
2024-02-16,nairobi,0.0,21.7,57,,0.06
2024-02-17,nairobi,0.3,21.8,61,,0.06
2024-02-18,nairobi,0.0,22.3,57,,0.05
2024-02-19,nairobi,0.0,22.9,57,,0.03
2024-02-20,nairobi,1.6,22.6,58,,0.03
2024-02-21,nairobi,1.1,21.9,61,,0.02
2024-02-22,nairobi,0.0,21.0,60,,0.03
2024-02-23,nairobi,0.8,20.1,59,,0.03
2024-02-24,nairobi,15.6,18.9,73,,0.02
2024-02-25,nairobi,0.1,20.6,64,,0.36
2024-02-26,nairobi,2.8,21.6,61,,6.29
2024-02-27,nairobi,2.0,20.6,71,,2.89
2024-02-28,nairobi,1.2,20.6,70,,1.36
2024-02-29,nairobi,0.1,21.2,66,,3.84
2024-03-01,nairobi,0.0,21.3,64,,9.5
2024-03-02,nairobi,0.0,21.4,59,,8.33
2024-03-03,nairobi,0.0,21.6,56,,5.41
2024-03-04,nairobi,0.7,22.3,59,,3.32
2024-03-05,nairobi,0.9,20.7,68,,2.39
2024-03-06,nairobi,0.3,20.6,66,,2.72
2024-03-07,nairobi,0.6,20.8,59,,2.72
2024-03-08,nairobi,0.0,21.8,59,,1.62
2024-03-09,nairobi,0.2,21.3,63,,0.85
2024-03-10,nairobi,0.4,21.2,62,,0.53
2024-03-11,nairobi,0.0,21.0,58,,0.41
2024-03-12,nairobi,0.0,21.1,53,,0.31
2024-03-13,nairobi,0.0,21.9,56,,0.25
2024-03-14,nairobi,0.0,21.3,62,,0.19
2024-03-15,nairobi,0.1,20.5,58,,0.16
2024-03-16,nairobi,0.0,21.2,55,,0.16
2024-03-17,nairobi,0.0,22.5,46,,0.14
2024-03-18,nairobi,0.1,21.9,54,,0.09
2024-03-19,nairobi,0.6,22.2,58,,0.08
2024-03-20,nairobi,0.0,21.8,54,,0.08
2024-03-21,nairobi,0.0,21.8,55,,0.06
2024-03-22,nairobi,0.2,21.9,55,,0.05
2024-03-23,nairobi,0.4,22.5,58,,0.05
2024-03-24,nairobi,2.3,21.8,67,,0.03
2024-03-25,nairobi,5.6,21.1,72,,0.03
2024-03-26,nairobi,4.0,21.1,72,,13.52
2024-03-27,nairobi,3.7,20.6,75,,9.28
2024-03-28,nairobi,1.2,20.6,73,,4.22
2024-03-29,nairobi,0.7,20.7,69,,5.46
2024-03-30,nairobi,4.4,20.1,77,,3.38
2024-03-31,nairobi,9.1,19.9,78,,2.64
2024-04-01,nairobi,2.7,20.5,74,,4.61
2024-04-02,nairobi,0.8,21.0,69,,7.02
2024-04-03,nairobi,5.2,20.4,73,,5.56
2024-04-04,nairobi,3.0,20.1,75,,5.03
2024-04-05,nairobi,9.9,19.9,77,,8.66
2024-04-06,nairobi,14.2,19.2,82,,6.96
2024-04-07,nairobi,2.6,20.4,77,,15.9
2024-04-08,nairobi,3.6,19.9,78,,22.12
2024-04-09,nairobi,3.3,20.0,71,,14.31
2024-04-10,nairobi,0.7,20.2,65,,16.82
2024-04-11,nairobi,0.8,20.8,71,,8.89
2024-04-12,nairobi,3.5,20.9,75,,2.89
2024-04-13,nairobi,6.7,20.0,80,,4.09
2024-04-14,nairobi,9.2,19.9,79,,10.97
2024-04-15,nairobi,2.8,19.4,82,,12.06
2024-04-16,nairobi,0.2,19.9,75,,13.69
2024-04-17,nairobi,0.8,20.2,72,,19.84
2024-04-18,nairobi,3.1,19.9,78,,10.69
2024-04-19,nairobi,1.8,19.8,79,,6.57
2024-04-20,nairobi,1.1,20.3,77,,6.01
2024-04-21,nairobi,1.8,18.9,83,,7.85
2024-04-22,nairobi,7.9,19.6,81,,6.19
2024-04-23,nairobi,6.3,20.0,80,,17.54
2024-04-24,nairobi,14.4,19.6,83,,28.58
2024-04-25,nairobi,9.8,19.8,81,,37.73
2024-04-26,nairobi,28.9,18.9,86,,49.23
2024-04-27,nairobi,13.4,18.9,82,,44.5
2024-04-28,nairobi,15.7,19.5,82,,65.99
2024-04-29,nairobi,1.8,19.4,81,,42.75
2024-04-30,nairobi,1.8,20.1,79,,38.63
2024-05-01,nairobi,11.9,20.4,78,,30.33
2024-05-02,nairobi,7.0,19.8,80,,43.26
2024-05-03,nairobi,4.5,19.6,79,,48.43
2024-05-04,nairobi,0.6,19.3,77,,32.34
2024-05-05,nairobi,5.1,19.6,79,,43.26
2024-05-06,nairobi,0.7,19.2,81,,26.73
2024-05-07,nairobi,9.2,19.2,85,,17.32
2024-05-08,nairobi,6.6,18.4,85,,30.41
2024-05-09,nairobi,2.0,18.9,81,,43.26
2024-05-10,nairobi,5.4,19.1,81,,38.54
2024-05-11,nairobi,0.9,19.2,80,,27.84
2024-05-12,nairobi,2.0,19.5,78,,24.06
2024-05-13,nairobi,0.1,19.7,74,,15.83
2024-05-14,nairobi,0.1,19.3,73,,12.15
2024-05-15,nairobi,0.3,19.4,73,,9.91
2024-05-16,nairobi,2.5,19.2,75,,8.51
2024-05-17,nairobi,0.2,19.7,75,,7.11
2024-05-18,nairobi,0.1,20.4,73,,6.18
2024-05-19,nairobi,2.3,19.7,76,,5.27
2024-05-20,nairobi,5.4,19.8,77,,4.92
2024-05-21,nairobi,1.6,19.4,79,,6.48
2024-05-22,nairobi,1.7,19.2,76,,20.13
2024-05-23,nairobi,5.3,19.1,79,,17.11
2024-05-24,nairobi,1.5,18.9,75,,9.14
2024-05-25,nairobi,1.8,19.2,77,,10.17
2024-05-26,nairobi,0.5,19.4,76,,8.04
2024-05-27,nairobi,0.1,19.7,73,,6.13
2024-05-28,nairobi,0.0,19.2,74,,4.47
2024-05-29,nairobi,0.1,19.2,72,,3.65
2024-05-30,nairobi,0.1,18.8,72,,2.83
2024-05-31,nairobi,0.2,19.5,70,,2.25
2024-06-01,nairobi,0.2,19.3,72,,1.74
2024-06-02,nairobi,0.0,19.8,71,,1.31
2024-06-03,nairobi,0.0,19.7,74,,0.95
2024-06-04,nairobi,6.6,19.3,78,,0.7
2024-06-05,nairobi,0.0,19.5,72,,6.48
2024-06-06,nairobi,0.1,18.4,76,,18.5
2024-06-07,nairobi,0.8,19.1,72,,9.07
2024-06-08,nairobi,1.5,19.1,75,,1.65
2024-06-09,nairobi,0.1,17.9,75,,1.19
2024-06-10,nairobi,1.8,19.1,66,,2.89
2024-06-11,nairobi,0.6,18.1,70,,3.65
2024-06-12,nairobi,0.2,17.8,68,,2.85
2024-06-13,nairobi,0.0,17.9,68,,1.78
2024-06-14,nairobi,0.0,17.7,70,,1.7
2024-06-15,nairobi,0.7,18.2,70,,1.19
2024-06-16,nairobi,0.0,18.7,69,,0.75
2024-06-17,nairobi,0.0,18.7,65,,0.52
2024-06-18,nairobi,0.0,17.7,63,,0.39
2024-06-19,nairobi,1.7,18.4,71,,0.3
2024-06-20,nairobi,6.3,17.7,80,,0.19
2024-06-21,nairobi,4.3,17.6,73,,1.01
2024-06-22,nairobi,0.1,17.4,68,,4.26
2024-06-23,nairobi,0.0,16.9,63,,2.34
2024-06-24,nairobi,0.0,16.2,65,,0.33
2024-06-25,nairobi,0.0,16.1,62,,0.22
2024-06-26,nairobi,0.0,16.7,62,,0.17
2024-06-27,nairobi,0.7,16.5,71,,0.14
2024-06-28,nairobi,0.0,16.2,68,,0.12
2024-06-29,nairobi,0.0,17.0,68,,0.34
2024-06-30,nairobi,0.0,16.9,70,,0.39
2024-07-01,nairobi,0.0,17.1,67,,0.08
2024-07-02,nairobi,0.0,17.9,64,,0.08
2024-07-03,nairobi,0.0,18.6,66,,0.06
2024-07-04,nairobi,0.0,18.7,68,,0.06
2024-07-05,nairobi,0.0,18.0,69,,0.06
2024-07-06,nairobi,9.9,17.8,78,,0.06
2024-07-07,nairobi,17.6,17.6,85,,0.05
2024-07-08,nairobi,6.4,18.0,82,,7.69
2024-07-09,nairobi,10.4,17.4,86,,20.98
2024-07-10,nairobi,0.6,17.1,80,,16.26
2024-07-11,nairobi,0.0,16.2,73,,31.06
2024-07-12,nairobi,0.1,16.8,66,,15.0
2024-07-13,nairobi,0.4,17.1,76,,6.21
2024-07-14,nairobi,0.0,17.7,72,,3.76
2024-07-15,nairobi,0.0,17.7,69,,2.48
2024-07-16,nairobi,1.2,18.0,74,,1.67
2024-07-17,nairobi,1.0,18.3,79,,1.17
2024-07-18,nairobi,0.3,17.2,79,,4.64
2024-07-19,nairobi,0.1,16.9,78,,5.37
2024-07-20,nairobi,0.0,17.2,76,,2.81
2024-07-21,nairobi,0.9,18.0,74,,1.38
2024-07-22,nairobi,0.0,18.5,71,,0.52
2024-07-23,nairobi,0.0,16.7,68,,0.59
2024-07-24,nairobi,0.0,16.3,71,,0.55
2024-07-25,nairobi,0.6,17.9,73,,0.22
2024-07-26,nairobi,1.6,18.2,80,,0.17
2024-07-27,nairobi,0.2,17.8,78,,0.19
2024-07-28,nairobi,0.2,17.9,78,,0.72
2024-07-29,nairobi,0.0,18.3,78,,1.08
2024-07-30,nairobi,0.0,18.4,74,,2.31
2024-07-31,nairobi,0.3,17.2,77,,8.23
2024-08-01,nairobi,0.0,16.3,72,,9.02
2024-08-02,nairobi,0.0,16.6,72,,3.85
2024-08-03,nairobi,0.0,17.2,73,,1.31
2024-08-04,nairobi,0.5,18.0,69,,0.77
2024-08-05,nairobi,0.0,17.9,64,,0.49
2024-08-06,nairobi,0.5,18.2,67,,0.35
2024-08-07,nairobi,0.1,17.4,67,,0.26
2024-08-08,nairobi,1.6,17.5,79,,0.19
2024-08-09,nairobi,1.3,17.8,77,,0.16
2024-08-10,nairobi,0.4,17.0,77,,1.76
2024-08-11,nairobi,0.4,16.8,76,,1.9
2024-08-12,nairobi,0.1,17.5,76,,0.42
2024-08-13,nairobi,0.1,17.4,73,,0.28
2024-08-14,nairobi,0.0,17.5,71,,0.21
2024-08-15,nairobi,0.7,18.5,71,,0.19
2024-08-16,nairobi,1.1,18.7,72,,0.14
2024-08-17,nairobi,0.0,17.7,63,,0.12
2024-08-18,nairobi,0.2,17.0,67,,0.21
2024-08-19,nairobi,0.0,17.0,63,,0.21
2024-08-20,nairobi,0.0,17.7,64,,0.12
2024-08-21,nairobi,0.1,17.5,67,,0.09
2024-08-22,nairobi,0.2,17.9,66,,0.08
2024-08-23,nairobi,0.0,17.9,69,,0.07
2024-08-24,nairobi,0.3,17.8,71,,0.06
2024-08-25,nairobi,2.1,16.5,74,,0.05
2024-08-26,nairobi,0.0,17.2,68,,0.1
2024-08-27,nairobi,1.6,18.6,74,,0.63
2024-08-28,nairobi,2.5,19.0,74,,0.58
2024-08-29,nairobi,1.7,18.9,72,,0.89
2024-08-30,nairobi,0.3,18.5,66,,2.84
2024-08-31,nairobi,0.0,18.0,66,,1.44
2024-09-01,nairobi,0.3,18.6,67,,0.16
2024-09-02,nairobi,0.0,17.5,70,,0.12
2024-09-03,nairobi,0.9,18.2,73,,0.17
2024-09-04,nairobi,2.7,18.1,71,,0.16
2024-09-05,nairobi,0.1,17.9,67,,1.01
2024-09-06,nairobi,5.0,17.7,72,,2.52
2024-09-07,nairobi,0.0,18.2,68,,1.29
2024-09-08,nairobi,0.0,18.4,67,,3.45
2024-09-09,nairobi,0.0,18.8,63,,2.16
2024-09-10,nairobi,0.1,19.6,63,,0.33
2024-09-11,nairobi,0.0,19.2,58,,0.23
2024-09-12,nairobi,0.0,18.8,59,,0.17
2024-09-13,nairobi,0.2,18.9,59,,0.13
2024-09-14,nairobi,0.0,18.8,53,,0.12
2024-09-15,nairobi,0.0,19.2,58,,0.1
2024-09-16,nairobi,0.2,18.5,64,,0.08
2024-09-17,nairobi,0.0,19.2,62,,0.06
2024-09-18,nairobi,0.0,19.5,62,,0.05
2024-09-19,nairobi,0.0,19.9,63,,0.04
2024-09-20,nairobi,0.3,20.2,63,,0.02
2024-09-21,nairobi,0.1,19.5,67,,0.66
2024-09-22,nairobi,0.1,20.0,63,,2.24
2024-09-23,nairobi,0.1,19.0,58,,3.12
2024-09-24,nairobi,0.0,19.3,59,,1.29
2024-09-25,nairobi,0.0,18.7,61,,0.09
2024-09-26,nairobi,0.2,19.6,59,,0.08
2024-09-27,nairobi,0.4,20.1,67,,0.06
2024-09-28,nairobi,0.6,19.7,71,,0.05
2024-09-29,nairobi,2.8,19.4,74,,0.23
2024-09-30,nairobi,8.0,19.1,75,,1.0
2024-10-01,nairobi,0.1,20.6,62,,3.69
2024-10-02,nairobi,1.1,20.0,64,,9.12
2024-10-03,nairobi,1.0,19.2,65,,5.31
2024-10-04,nairobi,0.0,19.0,57,,1.94
2024-10-05,nairobi,1.6,19.2,65,,1.22
2024-10-06,nairobi,1.3,19.6,65,,1.0
2024-10-07,nairobi,1.1,19.7,65,,1.11
2024-10-08,nairobi,0.5,20.5,63,,1.38
2024-10-09,nairobi,0.1,20.0,59,,1.34
2024-10-10,nairobi,0.0,19.5,58,,0.74
2024-10-11,nairobi,0.5,20.2,57,,0.31
2024-10-12,nairobi,1.0,20.0,62,,0.12
2024-10-13,nairobi,8.1,19.3,66,,0.08
2024-10-14,nairobi,0.1,19.8,60,,1.62
2024-10-15,nairobi,0.3,20.4,64,,1.57
2024-10-16,nairobi,0.5,20.7,60,,0.18
2024-10-17,nairobi,0.0,21.9,52,,1.9
2024-10-18,nairobi,4.8,19.7,68,,1.77
2024-10-19,nairobi,5.3,18.9,79,,0.11
2024-10-20,nairobi,6.0,19.3,79,,3.61
2024-10-21,nairobi,0.2,19.6,68,,11.85
2024-10-22,nairobi,0.3,20.1,62,,14.56
2024-10-23,nairobi,0.3,20.0,61,,6.28
2024-10-24,nairobi,0.3,20.2,61,,2.98
2024-10-25,nairobi,0.2,20.5,61,,1.69
2024-10-26,nairobi,0.0,21.0,57,,1.14
2024-10-27,nairobi,0.7,21.2,57,,0.76
2024-10-28,nairobi,0.0,21.6,56,,0.41
2024-10-29,nairobi,0.0,21.4,51,,0.41
2024-10-30,nairobi,0.0,21.8,47,,0.34
2024-10-31,nairobi,0.0,21.8,49,,0.16
2024-11-01,nairobi,1.8,20.8,59,,0.13
2024-11-02,nairobi,0.0,21.1,56,,0.11
2024-11-03,nairobi,0.2,21.5,55,,0.9
2024-11-04,nairobi,0.0,21.6,53,,0.85
2024-11-05,nairobi,3.6,20.1,68,,0.21
2024-11-06,nairobi,2.0,19.7,72,,0.12
2024-11-07,nairobi,5.1,18.5,83,,1.61
2024-11-08,nairobi,5.1,18.4,75,,3.35
2024-11-09,nairobi,1.3,19.2,69,,4.79
2024-11-10,nairobi,1.8,19.1,76,,3.99
2024-11-11,nairobi,9.8,16.9,85,,2.55
2024-11-12,nairobi,0.2,18.7,71,,2.12
2024-11-13,nairobi,2.8,19.0,77,,13.45
2024-11-14,nairobi,7.9,19.8,78,,6.5
2024-11-15,nairobi,7.2,17.6,88,,4.25
2024-11-16,nairobi,12.0,17.0,90,,5.62
2024-11-17,nairobi,1.3,18.5,76,,10.09
2024-11-18,nairobi,0.6,19.4,70,,13.89
2024-11-19,nairobi,1.7,19.7,74,,7.07
2024-11-20,nairobi,2.2,19.7,77,,6.48
2024-11-21,nairobi,6.7,18.5,84,,4.83
2024-11-22,nairobi,2.5,19.1,80,,4.47
2024-11-23,nairobi,1.6,19.3,77,,12.49
2024-11-24,nairobi,19.9,19.0,82,,8.59
2024-11-25,nairobi,21.2,18.1,86,,5.07
2024-11-26,nairobi,2.0,18.7,79,,22.6
2024-11-27,nairobi,3.2,18.5,83,,39.64
2024-11-28,nairobi,4.4,19.2,81,,17.92
2024-11-29,nairobi,0.4,19.3,78,,11.82
2024-11-30,nairobi,0.5,19.0,75,,14.28
2024-12-01,nairobi,12.2,18.6,78,,7.93
2024-12-02,nairobi,1.2,19.4,73,,3.3
2024-12-03,nairobi,4.2,19.2,73,,10.43
2024-12-04,nairobi,0.4,20.0,66,,6.73
2024-12-05,nairobi,0.2,20.5,63,,2.15
2024-12-06,nairobi,0.3,20.7,62,,1.21
2024-12-07,nairobi,0.6,20.9,55,,0.49
2024-12-08,nairobi,0.2,20.7,56,,0.34
2024-12-09,nairobi,0.5,20.2,65,,0.25
